transaction_id,product_name
T000104,Chicken
T000105,Lux Soap
T000105,Frozen Paratha
T000105,Butter
T000105,Pepsi 1L
T000105,Shan Biryani Masala
T000105,Nestle Water
T000106,Noodles
T000106,Guard Rice (1kg)
T000107,Thal Sugar (200ml)
T000107,Eggs
T000107,Bread
T000107,Noodles
T000107,National Ketchup (1kg)
T000107,Pepsi 1L
T000108,Olpers Milk (Pack of 6)
T000108,Frozen Paratha
T000108,Nestle Water
T000108,Guard Rice (1kg)
T000108,Bread
T000109,Olpers Milk (Pack of 6)
T000109,Bread
T000110,Noodles
T000110,Surf Excel
T000111,Shan Biryani Masala
T000111,Lux Soap
T000111,Surf Excel
T000111,Pepsi 1L
T000112,Surf Excel
T000112,Thal Sugar (200ml)
T000112,Shan Biryani Masala
T000112,Biscuits
T000112,Tapal Tea (250g)
T000112,Butter
T000113,Eggs
T000113,Shan Biryani Masala
T000113,Bread
T000113,Biscuits
T000113,Pepsi 1L
T000113,Noodles
T000114,Jam
T000114,Nestle Water
T000114,Shan Biryani Masala
T000115,Bread
T000115,Tapal Tea (250g)
T000116,Nestle Water
T000116,Jam
T000116,Tapal Tea (250g)
T000116,Guard Rice (1kg)
T000117,Lays Chips
T000117,Pepsi 1L
T000117,Guard Rice (1kg)
T000117,Nestle Water
T000117,Shan Biryani Masala
T000117,Chicken
T000118,Olpers Milk (Pack of 6)
T000118,Surf Excel
T000118,Nestle Water
T000118,Tapal Tea (250g)
T000118,Chicken
T000119,Noodles
T000119,Butter
T000119,Eggs
T000120,Nestle Water
T000120,Guard Rice (1kg)
T000120,Tapal Tea (250g)
T000120,Lux Soap
T000120,Bread
T000121,Biscuits
T000121,Lays Chips
T000121,Dalda Cooking Oil (500ml)
T000121,Guard Rice (1kg)
T000121,Thal Sugar (200ml)
T000122,Olpers Milk (Pack of 6)
T000122,Tapal Tea (250g)
T000123,Shan Biryani Masala
T000123,Butter
T000124,Eggs
T000124,Noodles
T000124,Tapal Tea (250g)
T000124,Bread
T000124,Biscuits
T000124,Chicken
T000125,Butter
T000125,Eggs
T000125,Chicken
T000126,Lux Soap
T000126,Tapal Tea (250g)
T000126,Thal Sugar (200ml)
T000127,Biscuits
T000127,Eggs
T000127,Olpers Milk (Pack of 6)
T000127,Thal Sugar (200ml)
T000128,Olpers Milk (Pack of 6)
T000128,Butter
T000128,Eggs
T000129,Bread
T000129,Nestle Water
T000130,Eggs
T000130,Lays Chips
T000130,National Ketchup (1kg)
T000130,Biscuits
T000131,Dalda Cooking Oil (500ml)
T000131,Guard Rice (1kg)
T000131,Lux Soap
T000131,Shan Biryani Masala
T000131,Bread
T000132,Biscuits
T000132,Thal Sugar (200ml)
T000132,Pepsi 1L
T000133,Bread
T000133,Nestle Water
T000134,Butter
T000134,Surf Excel
T000134,Guard Rice (1kg)
T000135,Pepsi 1L
T000135,Noodles
T000135,Butter
T000136,Tapal Tea (250g)
T000136,Bread
T000137,Lays Chips
T000137,Noodles
T000137,Lux Soap
T000138,Thal Sugar (200ml)
T000138,Surf Excel
T000138,Frozen Paratha
T000139,Butter
T000139,Lays Chips
T000140,Lays Chips
T000140,Noodles
T000140,National Ketchup (1kg)
T000140,Tapal Tea (250g)
T000140,Biscuits
T000140,Eggs
T000141,Surf Excel
T000141,Biscuits
T000141,Shan Biryani Masala
T000141,Frozen Paratha
T000141,Lux Soap
T000141,National Ketchup (1kg)
T000142,Biscuits
T000142,Noodles
T000142,Shan Biryani Masala
T000142,Lux Soap
T000143,Eggs
T000143,Bread
T000143,Biscuits
T000143,Olpers Milk (Pack of 6)
T000143,Pepsi 1L
T000144,Jam
T000144,Shan Biryani Masala
T000144,Noodles
T000144,Bread
T000144,Pepsi 1L
T000145,Bread
T000145,Butter
T000145,Tapal Tea (250g)
T000145,Nestle Water
T000145,Dalda Cooking Oil (500ml)
T000146,Olpers Milk (Pack of 6)
T000146,Lux Soap
T000146,Dalda Cooking Oil (500ml)
T000146,Tapal Tea (250g)
T000147,Jam
T000147,Shan Biryani Masala
T000147,Butter
T000147,Lux Soap
T000147,Dalda Cooking Oil (500ml)
T000148,Noodles
T000148,Biscuits
T000148,Bread
T000148,Guard Rice (1kg)
T000148,Eggs
T000149,Chicken
T000149,Dalda Cooking Oil (500ml)
T000149,National Ketchup (1kg)
T000149,Nestle Water
T000149,Frozen Paratha
T000150,Jam
T000150,Nestle Water
T000150,National Ketchup (1kg)
T000151,Lays Chips
T000151,Dalda Cooking Oil (500ml)
T000151,Pepsi 1L
T000151,Thal Sugar (200ml)
T000151,Lux Soap
T000151,Olpers Milk (Pack of 6)
T000152,Dalda Cooking Oil (500ml)
T000152,Guard Rice (1kg)
T000152,Nestle Water
T000152,Surf Excel
T000152,Chicken
T000153,Bread
T000153,Guard Rice (1kg)
T000153,Olpers Milk (Pack of 6)
T000153,Lays Chips
T000153,Butter
T000153,Dalda Cooking Oil (500ml)
T000154,Lux Soap
T000154,Butter
T000155,Chicken
T000155,National Ketchup (1kg)
T000156,Guard Rice (1kg)
T000156,Pepsi 1L
T000156,Thal Sugar (200ml)
T000157,Thal Sugar (200ml)
T000157,Bread
T000157,Olpers Milk (Pack of 6)
T000157,Surf Excel
T000158,Lays Chips
T000158,Eggs
T000158,Butter
T000158,Nestle Water
T000159,Nestle Water
T000159,Butter
T000159,Dalda Cooking Oil (500ml)
T000159,Shan Biryani Masala
T000159,Tapal Tea (250g)
T000160,Jam
T000160,Pepsi 1L
T000161,Bread
T000161,Butter
T000161,Lays Chips
T000161,Nestle Water
T000161,Frozen Paratha
T000161,National Ketchup (1kg)
T000162,Lux Soap
T000162,Frozen Paratha
T000162,Nestle Water
T000162,Tapal Tea (250g)
T000162,Biscuits
T000162,Eggs
T000163,Nestle Water
T000163,Dalda Cooking Oil (500ml)
T000163,Thal Sugar (200ml)
T000163,Jam
T000164,Biscuits
T000164,Olpers Milk (Pack of 6)
T000164,Frozen Paratha
T000164,Dalda Cooking Oil (500ml)
T000164,Thal Sugar (200ml)
T000165,Guard Rice (1kg)
T000165,Biscuits
T000166,Dalda Cooking Oil (500ml)
T000166,Olpers Milk (Pack of 6)
T000166,Chicken
T000166,Surf Excel
T000166,Lux Soap
T000166,Nestle Water
T000167,Frozen Paratha
T000167,Nestle Water
T000167,National Ketchup (1kg)
T000168,Chicken
T000168,Eggs
T000168,Surf Excel
T000168,Jam
T000169,National Ketchup (1kg)
T000169,Guard Rice (1kg)
T000169,Noodles
T000169,Pepsi 1L
T000169,Biscuits
T000170,Butter
T000170,Shan Biryani Masala
T000170,Bread
T000170,Lux Soap
T000170,Guard Rice (1kg)
T000171,Thal Sugar (200ml)
T000171,Surf Excel
T000171,Shan Biryani Masala
T000172,Pepsi 1L
T000172,Olpers Milk (Pack of 6)
T000172,Chicken
T000172,Lays Chips
T000173,Biscuits
T000173,Lays Chips
T000173,Frozen Paratha
T000173,Surf Excel
T000173,Olpers Milk (Pack of 6)
T000174,Chicken
T000174,Eggs
T000174,Thal Sugar (200ml)
T000174,Olpers Milk (Pack of 6)
T000175,Olpers Milk (Pack of 6)
T000175,Jam
T000175,Bread
T000175,Surf Excel
T000175,Noodles
T000176,Chicken
T000176,Jam
T000176,Lays Chips
T000176,Surf Excel
T000177,Lux Soap
T000177,Shan Biryani Masala
T000177,Jam
T000177,Eggs
T000177,Pepsi 1L
T000177,Frozen Paratha
T000178,Eggs
T000178,Frozen Paratha
T000178,Noodles
T000178,Pepsi 1L
T000179,Thal Sugar (200ml)
T000179,Tapal Tea (250g)
T000179,Noodles
T000179,Olpers Milk (Pack of 6)
T000180,Chicken
T000180,Lays Chips
T000180,Guard Rice (1kg)
T000180,Eggs
T000180,Biscuits
T000181,Lux Soap
T000181,Noodles
T000181,Nestle Water
T000181,Shan Biryani Masala
T000182,Surf Excel
T000182,Butter
T000183,Dalda Cooking Oil (500ml)
T000183,Pepsi 1L
T000183,Noodles
T000183,National Ketchup (1kg)
T000183,Butter
T000184,Noodles
T000184,Jam
T000184,Shan Biryani Masala
T000184,Butter
T000184,Surf Excel
T000185,Guard Rice (1kg)
T000185,Eggs
T000186,Shan Biryani Masala
T000186,Bread
T000186,Noodles
T000187,Biscuits
T000187,Olpers Milk (Pack of 6)
T000187,Surf Excel
T000188,Frozen Paratha
T000188,Surf Excel
T000188,Olpers Milk (Pack of 6)
T000188,Tapal Tea (250g)
T000188,Lays Chips
T000188,Noodles
T000189,Eggs
T000189,Tapal Tea (250g)
T000189,Lays Chips
T000190,Surf Excel
T000190,Thal Sugar (200ml)
T000191,Surf Excel
T000191,Frozen Paratha
T000191,Lux Soap
T000191,Eggs
T000191,Pepsi 1L
T000192,Nestle Water
T000192,Biscuits
T000192,Olpers Milk (Pack of 6)
T000192,Lux Soap
T000192,National Ketchup (1kg)
T000193,Olpers Milk (Pack of 6)
T000193,National Ketchup (1kg)
T000193,Dalda Cooking Oil (500ml)
T000193,Thal Sugar (200ml)
T000193,Nestle Water
T000194,Lux Soap
T000194,Guard Rice (1kg)
T000195,Olpers Milk (Pack of 6)
T000195,Tapal Tea (250g)
T000196,Bread
T000196,Surf Excel
T000196,Nestle Water
T000197,Olpers Milk (Pack of 6)
T000197,Jam
T000197,Thal Sugar (200ml)
T000197,Frozen Paratha
T000197,Bread
T000197,Lays Chips
T000198,Biscuits
T000198,Nestle Water
T000198,Pepsi 1L
T000198,Thal Sugar (200ml)
T000198,Dalda Cooking Oil (500ml)
T000198,Eggs
T000199,Eggs
T000199,Dalda Cooking Oil (500ml)
T000199,Surf Excel
T000199,Jam
T000200,Lays Chips
T000200,Guard Rice (1kg)
T000200,Butter
T000200,Bread
T000200,Pepsi 1L
T000200,Noodles
T000201,Guard Rice (1kg)
T000201,Biscuits
T000202,Guard Rice (1kg)
T000202,Noodles
T000202,Nestle Water
T000203,Frozen Paratha
T000203,Butter
T000204,National Ketchup (1kg)
T000204,Lux Soap
T000205,Pepsi 1L
T000205,Eggs
T000205,Lux Soap
T000206,Olpers Milk (Pack of 6)
T000206,National Ketchup (1kg)
T000206,Butter
T000207,Noodles
T000207,National Ketchup (1kg)
T000207,Eggs
T000207,Jam
T000208,National Ketchup (1kg)
T000208,Eggs
T000208,Lays Chips
T000208,Olpers Milk (Pack of 6)
T000209,Pepsi 1L
T000209,Jam
T000209,Dalda Cooking Oil (500ml)
T000210,Thal Sugar (200ml)
T000210,Jam
T000210,Noodles
T000211,Lays Chips
T000211,Shan Biryani Masala
T000211,Guard Rice (1kg)
T000212,Chicken
T000212,Biscuits
T000212,Nestle Water
T000213,Lays Chips
T000213,Noodles
T000213,Nestle Water
T000213,Guard Rice (1kg)
T000213,Butter
T000213,National Ketchup (1kg)
T000214,Guard Rice (1kg)
T000214,Lays Chips
T000215,Surf Excel
T000215,Chicken
T000215,Pepsi 1L
T000215,Frozen Paratha
T000215,National Ketchup (1kg)
T000216,Thal Sugar (200ml)
T000216,Surf Excel
T000216,National Ketchup (1kg)
T000217,Eggs
T000217,Guard Rice (1kg)
T000217,Shan Biryani Masala
T000217,Nestle Water
T000218,Shan Biryani Masala
T000218,Noodles
T000218,National Ketchup (1kg)
T000219,Pepsi 1L
T000219,Tapal Tea (250g)
T000219,Lays Chips
T000219,Chicken
T000219,Shan Biryani Masala
T000219,Nestle Water
T000220,Tapal Tea (250g)
T000220,Thal Sugar (200ml)
T000220,Eggs
T000221,National Ketchup (1kg)
T000221,Thal Sugar (200ml)
T000221,Surf Excel
T000221,Chicken
T000222,Jam
T000222,Biscuits
T000222,Lays Chips
T000222,Tapal Tea (250g)
T000223,Olpers Milk (Pack of 6)
T000223,Jam
T000223,Noodles
T000223,Pepsi 1L
T000223,Lux Soap
T000224,Lays Chips
T000224,Chicken
T000224,Biscuits
T000224,Thal Sugar (200ml)
T000224,Guard Rice (1kg)
T000225,Pepsi 1L
T000225,Chicken
T000225,Thal Sugar (200ml)
T000225,Frozen Paratha
T000225,Lux Soap
T000225,Lays Chips
T000226,Noodles
T000226,Frozen Paratha
T000227,Tapal Tea (250g)
T000227,Noodles
T000228,Bread
T000228,Butter
T000228,Olpers Milk (Pack of 6)
T000228,Frozen Paratha
T000229,Lays Chips
T000229,Guard Rice (1kg)
T000229,Jam
T000229,Frozen Paratha
T000230,Tapal Tea (250g)
T000230,Chicken
T000230,Lays Chips
T000230,Pepsi 1L
T000231,Lux Soap
T000231,Thal Sugar (200ml)
T000232,Shan Biryani Masala
T000232,Olpers Milk (Pack of 6)
T000232,Chicken
T000232,Thal Sugar (200ml)
T000232,Surf Excel
T000233,Eggs
T000233,Lays Chips
T000234,Frozen Paratha
T000234,Dalda Cooking Oil (500ml)
T000234,National Ketchup (1kg)
T000235,Biscuits
T000235,Surf Excel
T000235,Shan Biryani Masala
T000235,Dalda Cooking Oil (500ml)
T000235,Bread
T000236,Pepsi 1L
T000236,Biscuits
T000236,Jam
T000236,National Ketchup (1kg)
T000236,Eggs
T000236,Olpers Milk (Pack of 6)
T000237,Nestle Water
T000237,Shan Biryani Masala
T000237,Chicken
T000237,Butter
T000237,Guard Rice (1kg)
T000238,Tapal Tea (250g)
T000238,Frozen Paratha
T000238,Surf Excel
T000239,Butter
T000239,Guard Rice (1kg)
T000239,Pepsi 1L
T000239,Eggs
T000239,Olpers Milk (Pack of 6)
T000239,Lays Chips
T000240,Lays Chips
T000240,Frozen Paratha
T000240,Guard Rice (1kg)
T000240,Pepsi 1L
T000241,Eggs
T000241,Chicken
T000241,Surf Excel
T000242,Nestle Water
T000242,Jam
T000243,Bread
T000243,Surf Excel
T000243,Lux Soap
T000244,Eggs
T000244,Biscuits
T000244,Shan Biryani Masala
T000244,Lays Chips
T000244,Jam
T000245,Nestle Water
T000245,Butter
T000245,Surf Excel
T000246,Dalda Cooking Oil (500ml)
T000246,Olpers Milk (Pack of 6)
T000246,National Ketchup (1kg)
T000246,Thal Sugar (200ml)
T000247,Lays Chips
T000247,National Ketchup (1kg)
T000248,Olpers Milk (Pack of 6)
T000248,Thal Sugar (200ml)
T000248,Bread
T000249,Butter
T000249,Guard Rice (1kg)
T000250,Olpers Milk (Pack of 6)
T000250,Dalda Cooking Oil (500ml)
T000250,Jam
T000250,Chicken
T000250,Biscuits
T000251,Guard Rice (1kg)
T000251,Tapal Tea (250g)
T000252,Pepsi 1L
T000252,Nestle Water
T000252,Lays Chips
T000252,National Ketchup (1kg)
T000252,Frozen Paratha
T000253,Olpers Milk (Pack of 6)
T000253,Butter
T000253,Frozen Paratha
T000254,Lux Soap
T000254,Dalda Cooking Oil (500ml)
T000254,Surf Excel
T000255,Lux Soap
T000255,Butter
T000255,Noodles
T000256,Guard Rice (1kg)
T000256,Tapal Tea (250g)
T000256,Dalda Cooking Oil (500ml)
T000256,Bread
T000257,Nestle Water
T000257,Lux Soap
T000257,Dalda Cooking Oil (500ml)
T000258,Tapal Tea (250g)
T000258,Frozen Paratha
T000259,Tapal Tea (250g)
T000259,Thal Sugar (200ml)
T000259,Olpers Milk (Pack of 6)
T000259,Lays Chips
T000259,Noodles
T000260,Lux Soap
T000260,Frozen Paratha
T000260,Shan Biryani Masala
T000260,Surf Excel
T000260,Eggs
T000261,Dalda Cooking Oil (500ml)
T000261,Nestle Water
T000261,Biscuits
T000262,Jam
T000262,Biscuits
T000262,Lays Chips
T000262,Eggs
T000263,Guard Rice (1kg)
T000263,Noodles
T000263,Nestle Water
T000263,Lays Chips
T000263,Shan Biryani Masala
T000264,Eggs
T000264,Surf Excel
T000265,Pepsi 1L
T000265,Lays Chips
T000265,Tapal Tea (250g)
T000266,Nestle Water
T000266,Pepsi 1L
T000266,Thal Sugar (200ml)
T000266,National Ketchup (1kg)
T000266,Shan Biryani Masala
T000266,Lays Chips
T000267,Butter
T000267,Eggs
T000268,Thal Sugar (200ml)
T000268,Shan Biryani Masala
T000268,Dalda Cooking Oil (500ml)
T000268,Lux Soap
T000268,Chicken
T000269,Pepsi 1L
T000269,Lays Chips
T000270,Eggs
T000270,Olpers Milk (Pack of 6)
T000270,Tapal Tea (250g)
T000270,National Ketchup (1kg)
T000271,Shan Biryani Masala
T000271,Tapal Tea (250g)
T000271,Thal Sugar (200ml)
T000271,Noodles
T000271,Dalda Cooking Oil (500ml)
T000272,Biscuits
T000272,Bread
T000272,National Ketchup (1kg)
T000272,Thal Sugar (200ml)
T000272,Surf Excel
T000272,Tapal Tea (250g)
T000273,Guard Rice (1kg)
T000273,Tapal Tea (250g)
T000273,Biscuits
T000274,Jam
T000274,Lays Chips
T000274,Surf Excel
T000275,Tapal Tea (250g)
T000275,Bread
T000275,Thal Sugar (200ml)
T000276,Chicken
T000276,Olpers Milk (Pack of 6)
T000276,Lays Chips
T000276,Bread
T000276,Pepsi 1L
T000277,Eggs
T000277,Biscuits
T000277,Dalda Cooking Oil (500ml)
T000278,Thal Sugar (200ml)
T000278,Noodles
T000279,Shan Biryani Masala
T000279,Biscuits
T000279,Tapal Tea (250g)
T000279,Dalda Cooking Oil (500ml)
T000279,Frozen Paratha
T000279,Olpers Milk (Pack of 6)
T000280,Frozen Paratha
T000280,National Ketchup (1kg)
T000280,Olpers Milk (Pack of 6)
T000280,Jam
T000280,Biscuits
T000280,Tapal Tea (250g)
T000281,Eggs
